uuid,human_frame_0,human_frame_1,human_frame_2,human_frame_3,human_frame_4,human_frame_5,human_frame_6,all_human_frames
b9db57f5-0356-4330-ae6e-a39448c6bcff,,none,,,"capacity and resources, economic","capacity and resources, security and defense, economic",,"none, capacity and resources, economic, capacity and resources, security and defense, economic"
b9f5f34e-be31-45a8-a07a-d01153faa707,,,security and defense,,,,,security and defense
b9ff654e-bd41-4f39-9059-b35a0fbcaf62,,,none,,,,,none
ba32d62d-acbc-49d2-8293-6565f307ede8,crime and punishment,,,crime and punishment,,,crime and punishment,"crime and punishment, crime and punishment, crime and punishment"
ba606001-3f46-42b2-975a-117f84f53511,,health and safety,,,health and safety,health and safety,,"health and safety, health and safety, health and safety"
bac2362d-74be-476b-b3b9-d30ff660304d,,"quality of life, capacity and resources",,,none,health and safety,,"quality of life, capacity and resources, none, health and safety"
bafa0a89-51c9-4f3e-83f7-16746610491a,,none,,,health and safety,"quality of life, capacity and resources, security and defense, policy prescription and evaluation, health and safety, crime and punishment",,"none, health and safety, quality of life, capacity and resources, security and defense, policy prescription and evaluation, health and safety, crime and punishment"
bb25cc63-1eb1-49ed-8c9f-08d489befd3c,,,,none,,,,none
bb2c0e55-ef5b-48cd-ad4c-6208b7f7b687,,public opinion,,,none,"quality of life, political, policy prescription and evaluation, public opinion, cultural identity",,"public opinion, none, quality of life, political, policy prescription and evaluation, public opinion, cultural identity"
bb5d7c5d-e837-42bf-8dc6-4dac1071315f,,political,,,political,"quality of life, capacity and resources, political, security and defense, policy prescription and evaluation, fairness and equality, health and safety, legality_constitutionality_jurisprudence, morality, economic, public opinion, cultural identity, external regulation and reputation, crime and punishment",,"political, political, quality of life, capacity and resources, political, security and defense, policy prescription and evaluation, fairness and equality, health and safety, legality_constitutionality_jurisprudence, morality, economic, public opinion, cultural identity, external regulation and reputation, crime and punishment"
bb60c74a-53c4-4487-a6cc-1ae559112586,,,crime and punishment,,,,,crime and punishment
bb63f0d0-4a7d-48bb-923c-e2cb40b73947,,cultural identity,,,cultural identity,none,,"cultural identity, cultural identity, none"
bb79d573-4490-46bb-a511-69d24961709f,,,,public opinion,,,,public opinion
bbeb7a5c-e085-4a95-8016-cec8791c6281,none,,,,,,none,"none, none"
bc88b68f-f06a-4ddb-bf06-e2ac877f4a4d,,,political,,,,,political
bc9d7f45-70b3-4a25-90bc-85b7c24fd014,economic,,,,,,none,"economic, none"
bd2f6bae-f957-4a1c-92bc-20f649e40c79,,,none,,,,,none
bd42efac-1d61-41cf-94be-daea7a95df16,,quality of life,,,none,"capacity and resources, economic",,"quality of life, none, capacity and resources, economic"
bd7d4137-9ba1-444d-a6e1-cbf4853cd5d1,security and defense,,,,,,security and defense,"security and defense, security and defense"
bd8d8787-ebfb-42a5-8da4-5595744076d3,,quality of life,,,none,"quality of life, health and safety, economic",,"quality of life, none, quality of life, health and safety, economic"
bd93bdfb-0fa7-4b1a-bfe9-0cfb78dc1c55,,,cultural identity,,,,,cultural identity
bd95483c-2c0e-4306-8bf8-4ed68f845d15,,public opinion,,,"fairness and equality, public opinion",public opinion,,"public opinion, fairness and equality, public opinion, public opinion"
be591623-b726-4263-a949-8408bf7997f6,,none,,,none,capacity and resources,,"none, none, capacity and resources"
bf8c0229-777d-428d-bb7b-6ee97473c6ff,,capacity and resources,,,none,health and safety,,"capacity and resources, none, health and safety"
bfdababd-5e05-4426-9604-4a9abe0b707f,economic,,,,,,none,"economic, none"
c0ba7141-6d5e-4f6a-8572-0f87a512b03e,,,,public opinion,,,,public opinion
c0c07295-e43f-4480-8645-9812d4428a15,,"political, public opinion",,,political,political,,"political, public opinion, political, political"
c0c92fd4-f54c-4c3c-b764-dcb380fc4712,,none,,,"capacity and resources, economic","quality of life, capacity and resources, security and defense, economic, cultural identity",,"none, capacity and resources, economic, quality of life, capacity and resources, security and defense, economic, cultural identity"
c0ecb539-301d-4666-b3cc-ccd2651c62ab,crime and punishment,,,,,,crime and punishment,"crime and punishment, crime and punishment"
c17ad1e5-9645-4f8d-a604-301f8abae992,,,"health and safety, crime and punishment",,,,,"health and safety, crime and punishment"
c1a42d3c-b75d-44a0-9fd0-7c8ec3b9824a,none,,,,,,none,"none, none"
c1b6bb36-47c1-433d-b075-7e32be724da0,,,none,,,,,none
c1db0246-a432-4c0a-8912-a8f8e5ddd660,,capacity and resources,,,political,"political, public opinion",,"capacity and resources, political, political, public opinion"
c2c74f16-f034-4e96-bbcc-0781e1f1ce93,,,,"political, external regulation and reputation",,,,"political, external regulation and reputation"
c32f1f0d-ea61-4a5d-a499-5d3792d3f5fd,,,political,,,,,political
c356d5cf-8005-4699-968b-b5c4435d55d4,,,crime and punishment,,,,,crime and punishment
c35e6fb7-3988-4308-802d-7d669036e6e7,,,,none,,,,none
c36e59e4-7638-4208-a6b3-9b107323cac4,fairness and equality,,,,,,"quality of life, health and safety","fairness and equality, quality of life, health and safety"
c378f599-9e25-443c-8c92-7d1bd4234d15,cultural identity,,,cultural identity,,,cultural identity,"cultural identity, cultural identity, cultural identity"
c3a7cd2e-6bed-4fc4-8adf-0a1d36874931,,"quality of life, capacity and resources",,,none,economic,,"quality of life, capacity and resources, none, economic"
c4064fa1-9ef5-4af0-88ec-929ee6e96005,,quality of life,,,health and safety,quality of life,,"quality of life, health and safety, quality of life"
c4446c05-23f9-4262-8f7a-2fe960d36de1,political,,,,,,none,"political, none"
c4c892ef-4c9c-44fe-b2be-c9bd26f54c92,none,,,,,,"health and safety, crime and punishment","none, health and safety, crime and punishment"
c4eefb60-47d5-4ec2-8cf9-d1714ca0d0b8,,,health and safety,,,,,health and safety
c53475e8-04b4-4586-ae4f-ffbe956942c1,cultural identity,,,,,,cultural identity,"cultural identity, cultural identity"
c542c133-e3a1-456a-b2bf-1a437880000a,,,,"quality of life, health and safety",,,,"quality of life, health and safety"
c547fb20-0aed-4e5c-9c96-3ba5dbe34b2e,,,cultural identity,,,,,cultural identity
c54b80a4-090f-4810-8bc7-f8d330cb19f7,,,cultural identity,,,,,cultural identity
c554e108-e37f-4da3-b95e-0036e2368223,,,none,,,,,none
c5557b94-9816-4a9f-95c7-96771539b872,,,quality of life,,,,,quality of life
c5c4031f-3ec3-47a8-9965-0719a4ebe220,none,,,,,,none,"none, none"
c62b739a-5808-408a-92b3-dd8af0fdd5a2,cultural identity,,,,,,"fairness and equality, public opinion","cultural identity, fairness and equality, public opinion"
c71a1263-6ff3-44f9-b4af-d53b4ca5caac,,,cultural identity,,,,,cultural identity
c73748fb-0088-42b8-ad3b-42e4b7fb872c,health and safety,,,health and safety,,,health and safety,"health and safety, health and safety, health and safety"
c7adc302-6357-4641-96d0-2ab3b0710bc7,,,,"fairness and equality, public opinion, cultural identity",,,,"fairness and equality, public opinion, cultural identity"
c7fda8d2-384f-4837-9be2-4ddd9b14fb49,,security and defense,,,"policy prescription and evaluation, legality_constitutionality_jurisprudence","quality of life, economic, cultural identity",,"security and defense, policy prescription and evaluation, legality_constitutionality_jurisprudence, quality of life, economic, cultural identity"
c80eeed4-e9e6-45e1-9770-8807420d1bbe,health and safety,,,,,,health and safety,"health and safety, health and safety"
c82e94fa-14e1-4f33-8bd7-152e52a2cc20,,capacity and resources,,,none,health and safety,,"capacity and resources, none, health and safety"
c866aedf-73c7-463a-9eb7-2b79237eacbf,,none,,,none,none,,"none, none, none"
c89e2e93-f697-4302-ac04-117f9bc8afa8,,cultural identity,,cultural identity,cultural identity,"economic, cultural identity",,"cultural identity, cultural identity, cultural identity, economic, cultural identity"
c8a07b3c-af29-4c46-ba85-c84b2159d8db,economic,,,,,,none,"economic, none"
c8b4ce46-a62c-4518-bb5f-f1f198c4554e,economic,,,,,,none,"economic, none"
c8c269f4-8c19-4e25-9ca1-917a0201ac7a,,political,,political,political,"political, policy prescription and evaluation, legality_constitutionality_jurisprudence, public opinion, cultural identity",,"political, political, political, political, policy prescription and evaluation, legality_constitutionality_jurisprudence, public opinion, cultural identity"
c91146ea-350f-4d5a-9044-6728e5ad4c4f,,quality of life,,,none,economic,,"quality of life, none, economic"
c9156ba4-879c-4e3f-8299-92c5105ee4bb,,,health and safety,,,,,health and safety
c97a840e-a6cf-40bc-abb0-8a222f380e42,,,,health and safety,,,,health and safety
c9b3ba6d-0c79-460d-8026-a3aa76e26372,,,none,,,,,none
c9d7bb44-02bd-4723-9789-e9bb501e633b,,cultural identity,,,none,cultural identity,,"cultural identity, none, cultural identity"
ca2e6983-cc55-45ea-b737-1468e76a930f,none,,,,,,none,"none, none"
ca7f2125-0925-4822-ba41-0aa4717d58eb,,none,,health and safety,health and safety,health and safety,,"none, health and safety, health and safety, health and safety"
ca920055-8ae3-40b1-812a-0179da437709,,"quality of life, capacity and resources",,,none,"capacity and resources, security and defense, health and safety, economic",,"quality of life, capacity and resources, none, capacity and resources, security and defense, health and safety, economic"
cb302861-6cbc-4396-822e-9baee3c35ee6,quality of life,,,,,,quality of life,"quality of life, quality of life"
cbd6b761-a3c6-48a7-836e-e248db08fa1d,,,none,,,,,none
cbedf343-4784-44d8-896d-b8ccffe9a64f,,,cultural identity,,,,,cultural identity
cbf8badc-3e4e-4479-b31e-3395d2d85b9f,,,quality of life,,,,,quality of life
cc035b4c-f224-43b8-b895-5444a310b817,political,,,political,,,political,"political, political, political"
cc077d15-75fd-4a82-a3f7-c1d729940a2a,,,,"capacity and resources, economic",,,,"capacity and resources, economic"
cc46ac44-d8c4-40f4-9839-e6a163fa86fc,,"political, security and defense",,,"security and defense, morality",public opinion,,"political, security and defense, security and defense, morality, public opinion"
ccd446b7-6fbc-4310-b34c-6158a9fb18ce,,,none,none,,,,"none, none"
ccef29a3-01fd-4e5f-9ac8-53da6a7cfbfc,,,none,,,,,none
ccf090b1-6a1d-4a08-b7a0-8a6dc101a5e0,,,none,,,,,none
cd09b039-4ced-41e0-90bc-4190c07eec7d,public opinion,,,,,,none,"public opinion, none"
cd15001c-3117-4609-93f4-38f1af8172d0,,cultural identity,,,cultural identity,cultural identity,,"cultural identity, cultural identity, cultural identity"
cd3346b7-c97f-4eb4-9a76-5d1032d90369,,,,none,,,,none
cd4d389c-36da-4e97-81d2-cdc14f7904a1,,,quality of life,,,,,quality of life
cd6e12ac-aba8-407f-a93e-9e1d747401fd,,,,political,,,,political
cdd1cd4f-eefa-4ca5-9a6b-1c369a4c1828,,,,quality of life,,,,quality of life
ce3e1694-2232-44c4-911d-6860ea79e2fb,cultural identity,,,,,,cultural identity,"cultural identity, cultural identity"
ce4cf2e6-3703-4e0e-a7ef-095ce08a43c6,political,,,,,,none,"political, none"
ce801ad3-a696-4a49-a2e1-59814bab23a4,,,none,,,,,none
cea6d7db-c08d-4bf6-b7ef-9519991758c0,,,,quality of life,,,,quality of life
ceb6025e-07c2-4b4e-8575-7b6c6391623e,crime and punishment,,,,,,none,"crime and punishment, none"
ced16478-e9b7-49fc-b652-780a1909265b,,,,"policy prescription and evaluation, economic",,,,"policy prescription and evaluation, economic"
d01415d1-a0f4-4506-9b0e-261f99032f49,,"fairness and equality, legality_constitutionality_jurisprudence, public opinion",,,"political, public opinion",public opinion,,"fairness and equality, legality_constitutionality_jurisprudence, public opinion, political, public opinion, public opinion"
d03a8e3e-98ea-4d8f-95e8-8136abb9c27a,,"morality, economic",,,economic,"quality of life, security and defense, policy prescription and evaluation, fairness and equality, legality_constitutionality_jurisprudence, economic",,"morality, economic, economic, quality of life, security and defense, policy prescription and evaluation, fairness and equality, legality_constitutionality_jurisprudence, economic"
d0c2db81-09b5-4666-9882-795de50955a0,,,,security and defense,,,,security and defense
d0c42aa6-4545-4692-870d-21fe9e80d08a,political,,,,,,political,"political, political"
d0cc656f-64c1-4b6a-b602-f53482a09ba6,,capacity and resources,,none,none,"quality of life, health and safety, cultural identity",,"capacity and resources, none, none, quality of life, health and safety, cultural identity"
d10e0afd-af7b-42d2-a7d9-de14e60a1668,,,none,,,,,none
d10fb3d9-7ae6-45d3-8699-0aa5f4bb89fa,economic,,,,,,quality of life,"economic, quality of life"
d11987cf-ac42-4d72-b805-b9f6ea39e413,,,quality of life,,,,,quality of life
d12d1d9e-4022-448d-9588-4e0be2a015b8,,,economic,,,,,economic
d180e64f-200f-40b3-8413-83b5414a1ecd,,,,cultural identity,,,,cultural identity
d1e8e54c-0345-45b3-8ba3-264c099bdacc,,,public opinion,,,,,public opinion
d20b85d7-c600-43bc-b95b-7021cc5fd09b,,quality of life,,quality of life,quality of life,"quality of life, health and safety, public opinion",,"quality of life, quality of life, quality of life, quality of life, health and safety, public opinion"
d2464ea7-c2be-40c2-9cd6-c5a15fc2e14a,,,none,,,,,none
d2fbef46-25bf-4ddb-9c17-b98965a7b86f,health and safety,,,,,,none,"health and safety, none"
d35d8c24-b61d-4574-a3dc-3878c5bd7014,economic,,,,,,quality of life,"economic, quality of life"
d372b308-9310-41f0-a78a-acc24b50fa15,,security and defense,,,capacity and resources,health and safety,,"security and defense, capacity and resources, health and safety"
d3ad1bfa-78c3-4c48-9869-e3a450a4f2bc,,,none,,,,,none
d40947bf-7398-4603-9306-5feffc4c8f6d,political,,,,,,none,"political, none"
d4397819-2867-4616-b842-9c7dba3c8697,cultural identity,,,,,,cultural identity,"cultural identity, cultural identity"
d459277d-2c00-49cc-b85f-e2f452375b19,,,economic,,,,,economic
d4b200b8-8bc8-4f4a-b453-43cf7eb0232d,capacity and resources,,,,,,quality of life,"capacity and resources, quality of life"
d4e99b6c-a8ac-496e-8869-8f80f9c66b7f,,"quality of life, capacity and resources",,,capacity and resources,economic,,"quality of life, capacity and resources, capacity and resources, economic"
d51f5f14-174a-4718-8a73-f62281ede53c,security and defense,,,,,,security and defense,"security and defense, security and defense"
d537637d-79cf-4d51-b4c8-6f7d234ecb91,,,cultural identity,,,,,cultural identity
d55827ff-beef-478f-ac69-a930b59ee62c,,none,,,capacity and resources,"security and defense, health and safety, economic",,"none, capacity and resources, security and defense, health and safety, economic"
d561196e-ef92-4405-99a2-42ec67d0ad1f,health and safety,,,,,,none,"health and safety, none"
d571291f-7e8a-414c-8a2d-e296e2020ab8,,,,political,,,,political
d5848570-f470-4593-9300-3e52c08765e7,political,,,,,,none,"political, none"
d5a41441-9ce0-4b82-9240-2e07d7e86ab5,none,,,,,,quality of life,"none, quality of life"
d5b8a661-5866-43c3-ac76-a769c79bd125,,,health and safety,,,,,health and safety
d68214ca-e8ec-46c8-b8d7-1300f49a2ddf,,,,none,,,,none
d6af6244-5db1-4783-aa40-89a422a1891e,,,"political, cultural identity",none,,,,"political, cultural identity, none"
d71100c8-85dd-45e4-ae3d-128c1e8ef31e,,health and safety,,none,none,"quality of life, morality, crime and punishment",,"health and safety, none, none, quality of life, morality, crime and punishment"
d7886f9d-f5cf-4ceb-a042-4162632be676,,,,cultural identity,,,,cultural identity
d7eeeb98-b97b-497d-8f2a-cbb634f5e8e8,,,none,,,,,none
d7ffe226-e9c0-4881-a6a1-ad4b38e04089,,"political, fairness and equality, cultural identity",,,none,none,,"political, fairness and equality, cultural identity, none, none"
d83096e6-8b95-4fa8-8b9c-d1b166f5a1fb,political,,,,,,none,"political, none"
d83c52a3-a37c-40f2-b6ae-185a1c0d75da,none,,,,,,none,"none, none"
d86542bf-3d3a-4998-a41a-14508a931337,economic,,,quality of life,,,none,"economic, quality of life, none"
d86fdb74-d824-426d-a87c-061ee58f5c54,,quality of life,,,economic,economic,,"quality of life, economic, economic"
d8876aa8-2abe-4aad-9db4-cc92bf9d2f31,,quality of life,,,none,crime and punishment,,"quality of life, none, crime and punishment"
d8ab1b87-6f8d-4508-a557-e3741e0c2b47,none,,,,,,none,"none, none"
d8d670aa-de56-4f60-b8b9-bff86518f1ba,,,cultural identity,,,,,cultural identity
d8e03f91-4584-49cb-83c6-44eaeee5608f,,"political, external regulation and reputation",,,none,none,,"political, external regulation and reputation, none, none"
d8e0af3d-a5ab-437b-a969-291778b75c51,,none,,cultural identity,cultural identity,"quality of life, economic",,"none, cultural identity, cultural identity, quality of life, economic"
d92024bc-81b6-4b8f-a4d1-8824b9abc276,,,quality of life,,,,,quality of life
d925d23a-9b45-4f2b-8fb2-e8b13506788d,,,health and safety,,,,,health and safety
d9c91d97-e657-4740-accf-49d099209813,,quality of life,,,none,none,,"quality of life, none, none"
d9de34fc-7f78-4f87-9604-d44237c83700,security and defense,,,,,,security and defense,"security and defense, security and defense"
d9f67f74-5d7f-40af-8f82-9a6f07d2559e,,economic,,,economic,economic,,"economic, economic, economic"
da80b73a-d742-4825-9b50-2b2ef9d47629,,,,none,,,,none
daac5ed4-803b-46b9-8f27-76d3bc7e7df1,,,none,none,,,,"none, none"
dab432a8-dbfb-4108-ad30-957acc30ce51,,health and safety,,,health and safety,"policy prescription and evaluation, public opinion, crime and punishment",,"health and safety, health and safety, policy prescription and evaluation, public opinion, crime and punishment"
dac58227-3f38-4267-9c7a-a5768f0e5c81,,,,none,,,,none
dafe4e6a-f8d8-4c00-a3fd-b66135cfbef5,,,none,none,,,,"none, none"
db03ae63-2c89-43c6-9e19-ff0bc46ac273,,"fairness and equality, cultural identity",,,cultural identity,cultural identity,,"fairness and equality, cultural identity, cultural identity, cultural identity"
db1e0587-d700-44bf-96cb-95bdf65cc3bb,,none,,,none,none,,"none, none, none"
db21071d-1bbf-4fb4-8e6e-597a45858714,,none,,,none,"quality of life, health and safety, legality_constitutionality_jurisprudence, economic",,"none, none, quality of life, health and safety, legality_constitutionality_jurisprudence, economic"
db743422-24b5-4b2c-8189-974d6bc62d68,,capacity and resources,,,none,health and safety,,"capacity and resources, none, health and safety"
dba66366-d023-4fa5-ac41-27656c6463fb,,,political,,,,,political
dba81e7b-995c-45fb-af91-05b1ce1cb98a,,,,political,,,,political
dc53f59e-7c0f-4042-bfdf-c4350dab2fde,,health and safety,,,none,"quality of life, political, policy prescription and evaluation, fairness and equality, health and safety, legality_constitutionality_jurisprudence, morality, economic, public opinion, cultural identity",,"health and safety, none, quality of life, political, policy prescription and evaluation, fairness and equality, health and safety, legality_constitutionality_jurisprudence, morality, economic, public opinion, cultural identity"
dc69abbe-e108-4066-a0ed-fecd64e5d44c,,,,crime and punishment,,,,crime and punishment
dc6f5beb-7a11-4ccb-8374-d4a6be49f813,,,,security and defense,,,,security and defense
dc776061-bf4c-4f26-98d3-51cf7482d67c,crime and punishment,,,security and defense,,,crime and punishment,"crime and punishment, security and defense, crime and punishment"
dc7c82f8-936d-4377-96c2-bacb9fd89eb7,,health and safety,,,none,"security and defense, health and safety",,"health and safety, none, security and defense, health and safety"
dca0cbef-481a-4c85-843f-d14f89042b96,,none,,,cultural identity,none,,"none, cultural identity, none"
dcbdc670-a740-422a-979d-fe4e0afe7f76,fairness and equality,,,quality of life,,,quality of life,"fairness and equality, quality of life, quality of life"
dce18cca-7da2-44d3-abc3-937203d9d93a,capacity and resources,,,,,,none,"capacity and resources, none"
dda3ca6e-c056-4ade-b993-7901c6089370,,quality of life,,,legality_constitutionality_jurisprudence,political,,"quality of life, legality_constitutionality_jurisprudence, political"
dddd05cd-1c17-4c41-809c-70231e1cb119,,,,none,,,,none
de0a7bdd-58e7-4631-a6d5-08b6b60046bc,,none,,,none,cultural identity,,"none, none, cultural identity"
de147e53-677d-41d5-9d73-5b1bad75e0e6,,,,"political, public opinion",,,,"political, public opinion"
de23e4aa-581b-454b-b36e-5e163d2ef0cf,,none,,,none,none,,"none, none, none"
de44a7b5-1440-4404-8014-9959677a7229,political,,,,,,cultural identity,"political, cultural identity"
de4b3b89-3002-41b0-88cd-c76f5fb357e3,,,,cultural identity,,,,cultural identity
dea2b056-111a-4a74-ac3b-d4e57d7a0356,,,,political,,,,political
defb7bf7-71bd-48b2-958d-6a16e85b7141,,,none,,,,,none
df08f30f-b1a2-458d-a616-8b4570860277,,,cultural identity,,,,,cultural identity
df597d83-01b1-489d-98d4-0e1f58f7d219,,none,,,none,none,,"none, none, none"
df74721d-e35f-4e1f-b41c-46459195abbe,,security and defense,,,security and defense,"quality of life, capacity and resources, political, security and defense, economic, public opinion, cultural identity, crime and punishment",,"security and defense, security and defense, quality of life, capacity and resources, political, security and defense, economic, public opinion, cultural identity, crime and punishment"
dfa19bf4-8f95-46c5-878f-ea8926c106bf,,,none,,,,,none
dfc1ef9e-0eb6-4727-97d8-7cd2cae7252a,,,,none,,,,none
dfd76c62-95e0-4222-8f35-7a7ef6e6be46,,,none,,,,,none
e05c0583-b1c6-475b-b114-14cc48b22a72,,,health and safety,,,,,health and safety
e0a08f20-4621-49b7-8495-2dfbf1cf0113,health and safety,,,,,,health and safety,"health and safety, health and safety"
e0b75fca-9925-4bea-8293-440c8afcee0a,economic,,,,,,none,"economic, none"
e1a24894-79f7-4606-95be-7469dc803a46,,,none,,,,,none
e1affadb-be26-448a-a24a-f41ca8af5f63,,capacity and resources,,,capacity and resources,"quality of life, security and defense",,"capacity and resources, capacity and resources, quality of life, security and defense"
e1e611ea-91a6-421f-8d87-33f4f9a26910,,,political,none,,,,"political, none"
e1e9a19d-dac5-4ad2-a7ba-31f3869319ed,,,cultural identity,,,,,cultural identity
e22aa0a2-ebec-4b60-92e9-1c8a51654b25,political,,,,,,cultural identity,"political, cultural identity"
e24126a4-7273-49b6-90c1-52c89d58250c,public opinion,,,,,,cultural identity,"public opinion, cultural identity"
e2b337bf-0cd9-470e-bd8d-d976bc9df5ce,,,,economic,,,,economic
e2ba17f0-299e-414c-9321-e0daf0d2b0c8,health and safety,,,,,,health and safety,"health and safety, health and safety"
e2f7e54e-90a4-46db-b7de-b370859b094e,,,,public opinion,,,,public opinion
e3014396-4322-42d8-af04-7426bddb831d,,,,cultural identity,,,,cultural identity
e30ddb87-9c43-4c2d-b296-07468c275ed8,,,political,,,,,political
e336c7fb-895c-4d87-a384-2b1e479cdb9c,,,none,,,,,none
e3504ec5-8898-4206-b5f0-6a16a00cce91,,,,none,,,,none
e3a8abf3-ecfc-4b7a-9dff-a594efebb080,,cultural identity,,,morality,"morality, cultural identity",,"cultural identity, morality, morality, cultural identity"
e3caa6ac-242e-4f35-ac7a-1c92b8a8185b,,,,quality of life,,,,quality of life
e3e42a63-b382-4f84-bd73-c90f8f60180a,,,cultural identity,,,,,cultural identity
e43bd71b-7d26-4202-b7b4-f32d264dc362,none,,,none,,,none,"none, none, none"
e443d75c-d2ab-4928-b88e-27de372d7b72,economic,,,,,,none,"economic, none"
e44c3d4e-36ce-40a0-a58a-aad3190f39e4,,,security and defense,,,,,security and defense
e454ad02-32ac-4a24-9d84-f1259f11eccb,,cultural identity,,,cultural identity,cultural identity,,"cultural identity, cultural identity, cultural identity"
e457487a-0529-478e-a5b7-4a87c49fe611,,,political,,,,,political
e47dce24-6e6c-44c2-b98f-7b650adedac5,,,none,,,,,none
e49c1fa9-7d84-4acb-a798-26bfce37dbac,,quality of life,,,none,"quality of life, economic",,"quality of life, none, quality of life, economic"
e4f31705-8bd3-44e3-857d-37c0dba03c75,,,,security and defense,,,,security and defense
e537d8da-9a2c-4d5a-a440-dd14c36e032e,,,none,capacity and resources,,,,"none, capacity and resources"
e53e687e-dc12-4150-b069-6139eba52393,,,cultural identity,cultural identity,,,,"cultural identity, cultural identity"
e5913452-e577-4517-ae4b-21095f549c11,political,,,,,,none,"political, none"
e5ecf593-c3a6-4b2d-a534-debcaf832f36,,,,none,,,,none
e60eca95-2789-4214-b45a-8d4549946d37,,,political,,,,,political
e64ddafd-43ee-428b-b258-ac07b99bd511,political,,,political,,,political,"political, political, political"
e6c5f1cd-0a69-4ede-8b27-9f2b6769f284,,,quality of life,,,,,quality of life
e72aa796-0af8-4e30-b4e2-8ede039a62f7,,none,,none,cultural identity,political,,"none, none, cultural identity, political"
e76a129c-a5cb-4b14-9119-6031eff22840,,,public opinion,"political, public opinion",,,,"public opinion, political, public opinion"
e78308e9-8c49-4217-9bb2-ef93a4b82b90,,,crime and punishment,,,,,crime and punishment
e80c47ed-6c2a-4a3e-a68e-fa6099554115,,none,,,none,none,,"none, none, none"
e82648d2-7e8f-4b6e-a52b-a6ac23e0cc6c,,political,,none,none,political,,"political, none, none, political"
e9090195-86c2-4abd-8733-d0953ee95cad,economic,,,,,,economic,"economic, economic"
e93086cf-f639-4207-bc95-b6db7c2e8cb2,,,"health and safety, crime and punishment",,,,,"health and safety, crime and punishment"
e96fa405-fd98-42e7-862f-7a4a45f07998,cultural identity,,,,,,none,"cultural identity, none"
e9b0fcfd-0197-453e-b23c-b45b5332e557,none,,,,,,cultural identity,"none, cultural identity"
e9ba324a-9c17-4995-8654-b1dfd3f99747,,none,,,none,none,,"none, none, none"
ea131653-1867-45a4-a63e-c32fdcecead6,,health and safety,,,"quality of life, health and safety","quality of life, capacity and resources, security and defense, policy prescription and evaluation, health and safety, legality_constitutionality_jurisprudence, public opinion",,"health and safety, quality of life, health and safety, quality of life, capacity and resources, security and defense, policy prescription and evaluation, health and safety, legality_constitutionality_jurisprudence, public opinion"
ea47ee9f-6d38-4f2e-94f3-1e4c102bfd61,,,,"political, public opinion",,,,"political, public opinion"
ea6e3784-a9f0-4311-b5f7-1d86a7955e73,none,,,,,,capacity and resources,"none, capacity and resources"
ea83ef97-5a2b-4ec8-8688-8a09f5bb22e2,,none,,,none,economic,,"none, none, economic"
ea877192-83a3-4b0c-8bd5-67d3eade6b16,,capacity and resources,,,none,"quality of life, health and safety",,"capacity and resources, none, quality of life, health and safety"
ead0eebb-100f-4578-9769-fa738f51aa31,,,health and safety,,,,,health and safety
eb2bd285-3c68-46a4-8cde-ba1f4a1c8167,none,,,,,,cultural identity,"none, cultural identity"
eb6289f3-988a-4d0b-a6cb-50323a591ecb,,capacity and resources,,,none,health and safety,,"capacity and resources, none, health and safety"
ebbf8bf8-755d-41fb-8287-9d36479b8659,,,,"political, public opinion, cultural identity",,,,"political, public opinion, cultural identity"
ec0cdad0-2868-445d-8733-455dbb8be8ed,,policy prescription and evaluation,,,"policy prescription and evaluation, public opinion",security and defense,,"policy prescription and evaluation, policy prescription and evaluation, public opinion, security and defense"
ec1dcfa2-eabb-4b9e-bdb2-774043352cc6,,,,none,,,,none
ec2a9e73-a38c-4e4f-bb35-dbf9dec5eb29,health and safety,,,,,,health and safety,"health and safety, health and safety"
ec2cde3e-62e4-47cc-b630-226f9c2c7a12,,"morality, crime and punishment",,,"health and safety, crime and punishment","health and safety, public opinion, crime and punishment",,"morality, crime and punishment, health and safety, crime and punishment, health and safety, public opinion, crime and punishment"
ec30a88d-f7ea-443e-8270-dfea2f91887c,,capacity and resources,,,policy prescription and evaluation,political,,"capacity and resources, policy prescription and evaluation, political"
ec41e4d8-9a00-4c8a-bd35-14dbafe09fad,economic,,,,,,none,"economic, none"
ec488d6e-bd11-4729-80f3-a01e820a50b7,,,,"health and safety, cultural identity",,,,"health and safety, cultural identity"
ec546574-5821-4886-9744-2969b058880d,none,,,,,,none,"none, none"
ec915493-38c5-4fa1-bfc2-20c463856c92,,health and safety,,,none,economic,,"health and safety, none, economic"
ec963f93-c490-45f9-a994-dee046907557,crime and punishment,,,,,,none,"crime and punishment, none"
ecb919d5-ce54-45d3-b45b-c3cf252955b7,,,,none,,,,none
edff477d-9f33-4c9a-9944-f6317175a35b,,,,security and defense,,,,security and defense
ee22dc9d-1519-433c-acad-a1cc2720560e,political,,,,,,"political, policy prescription and evaluation","political, political, policy prescription and evaluation"
eeba6081-9b8b-47eb-9132-e29964cb12ae,,,cultural identity,,,,,cultural identity
eed233d0-9913-48bf-a105-4bc0278c2e27,,fairness and equality,,,morality,"quality of life, security and defense, health and safety, economic",,"fairness and equality, morality, quality of life, security and defense, health and safety, economic"
eef8a72a-eadc-42d1-b21f-a17d1233aadc,,,,none,,,,none
ef0ab82e-bd64-42a8-82bf-8bc6822b6af5,,,,"capacity and resources, security and defense, cultural identity",,,,"capacity and resources, security and defense, cultural identity"
